% Model:              Final Design Simulation.mph
% Version:            COMSOL 6.2.0.339
% Date:               Aug 11 2025, 15:04
% Dimension:          1
% Nodes:              975
% Expressions:        1
% Description:        Line graph
% Arc length (mm)         Electric potential
0                         0.9679836888391455
0.001790467625154335      0.9681706101302437
0.012232893223702135      0.9692357172434511
0.012233740405743099      0.969235800028575
0.012236891074141276      0.9692360960125672
0.012273870430007605      0.9692396146969374
0.04530176582656509       0.9723823070611647
0.046402051538340316      0.9724899679462532
0.04643033396322682       0.9724923666117116
0.05012720372832824       0.9728059024504971
0.05790902974759771       0.9734789561008874
0.06432071440880538       0.9740227623464712
0.08784332599674638       0.9760178297538502
0.09683697629948984       0.9766359281950652
0.10595561670062725       0.9773243479517739
0.13017453977759352       0.9791121961712077
0.1474679175669218        0.9802210209075404
0.15861293846628932       0.9809379170097625
0.15908652946772062       0.980967965114298
0.1625644275498157        0.9811886286083641
0.16383636658930723       0.9812642729828036
0.1655402936066528        0.9813656084158047
0.17110984842023136       0.9816939225546485
0.19025522029515596       0.9828383572379903
0.19080716672412645       0.9828721660366225
0.1909795869992319        0.9828825706518798
0.20192135149000467       0.9835123490057586
0.20633855212871488       0.9837455114064123
0.21237303223613235       0.9840802928825244
0.2201123693289171        0.9845096565807938
0.22943932133012712       0.985018617430925
0.232488510196176         0.9851765093797613
0.23573452849225607       0.9853445934759724
0.24941757193370684       0.985987825611636
0.2529545670689721        0.9861508816751161
0.26789905566102057       0.9868800704752729
0.2695477054945066        0.9869559181812088
0.2787227745384948        0.9873342408121644
0.2899953363676584        0.9877888011809711
0.2995705820092285        0.9881749181308013
0.30336088249675797       0.9883379673358061
0.3063587899919149        0.9884526232050133
0.30802797714328456       0.9885118093986937
0.3133713272041856        0.988696415864001
0.320608531855628         0.9889560637407698
0.33717405949900936       0.9895503821671945
0.3373331797480743        0.9895553315436335
0.3454096147956891        0.9898361732269985
0.3481177900756487        0.9899263551316804
0.3786678246018589        0.9909810738709884
0.3821800183426287        0.9911023299223128
0.38793457530287867       0.9912820673176707
0.40352916678911743       0.9917461752305536
0.4225430917336066        0.9923296543204263
0.4278183013518859        0.9924915343381473
0.4369847295124796        0.992734629691083
0.47103813724096444       0.9935113126100833
0.47190022679329147       0.9935311692336534
0.47354468636941416       0.9935690462902669
0.475890609475373         0.9936241193915498
0.4765157961345121        0.9936379785131283
0.48092411296956783       0.993727929268612
0.48152756048482637       0.9937402424851804
0.4897496436304296        0.9939090668489468
0.4917279608370544        0.993949687715681
0.5186667309454442        0.9945114433409237
0.5243809546513196        0.9946154231863358
0.526715273310228         0.9946562893262092
0.5376113675310901        0.9948470436213884
0.5600111036032471        0.9952474210110602
0.5744952523426416        0.9954678381463242
0.5751023838533653        0.9954766584402861
0.6000454442708456        0.9958390265949717
0.6013554762610509        0.9958585399780375
0.6039236702284114        0.9958899720141712
0.6246095500339655        0.9961453470518787
0.641967042018571         0.99634765515327
0.6426998489188547        0.9963561962934768
0.6578002627846846        0.9965206141155646
0.6595426557936435        0.9965399931468812
0.6606806998463304        0.9965526505618406
0.6674026734514493        0.9966293624150571
0.6727416343897294        0.996680881395886
0.6777333973898223        0.9967317711982655
0.6921054979840449        0.996885249957701
0.6950306182739459        0.9969113316796265
0.7054643693344973        0.9970043638173955
0.7126205443376676        0.9970686672315234
0.7213857505547683        0.9971324437720464
0.7268366045053192        0.9971721047451314
0.7357743849735892        0.9972413110924871
0.7455056229989303        0.9973127378800739
0.7506849839832732        0.9973443824125343
0.7740978183745684        0.9974779425874856
0.7756220159907796        0.9974866374809306
0.7844332894752615        0.9975405011346932
0.786079213183851         0.9975485378947753
0.7887494236288815        0.9975615760693902
0.789895358843216         0.997566707178522
0.7904871910391087        0.9975696336008897
0.7965986941944205        0.9975998530442669
0.7980441312265869        0.9976064175062769
0.8233609559515909        0.9977213940361578
0.826813863274487         0.9977328276304706
0.8475762545305976        0.9977931658180793
0.8529541131811111        0.9978087945691314
0.8574230034152492        0.9978238688101264
0.8622886224279211        0.9978383195769185
0.8648783029200944        0.9978428250075696
0.8773468189238507        0.9978594654550568
0.8848552639868457        0.997872553161291
0.9012162889042514        0.9979010714877905
0.9029427425657017        0.9979019569046166
0.9145829305592832        0.9979032104024133
0.916012867519008         0.9979033643881418
0.9182473126360806        0.9979046485437153
0.9401439553805799        0.9979084045417336
0.9410071822113073        0.9979074906617853
0.979071621856912         0.9978517702349723
1.0102126915016072        0.9977643297513338
1.0102494175220578        0.9977642594577358
1.015750872650151         0.9977408846979308
1.0158018337543542        0.997740628848654
1.0159130317482017        0.9977400936831022
1.0413537611463068        0.9976176544059552
1.0414272131872035        0.9976173665589078
1.0524301234433917        0.9975485579254683
1.0525320456517933        0.9975478418888312
1.0526460174181054        0.9975470648783084
1.0724948307910083        0.9974117441988367
1.0726050088523502        0.9974110915384881
1.0891093742366333        0.9972747899175844
1.0892622575492332        0.9972734093555035
1.089352076390151         0.9972726169365208
1.1036359004357084        0.9971465991299778
1.103782804517496         0.9971454343964764
1.125788625029874         0.9969195806742792
1.125992469446671         0.9969173312486704
1.1260473931777941        0.9969167365752973
1.1347769700804085        0.9968222191993787
1.1349606001826418        0.9968203951328731
1.1624678758231162        0.9964829301955529
1.1627226813441114        0.9964796075683326
1.1627373467651836        0.9964794193801692
1.165918039725109         0.9964386044070395
1.1661383958477884        0.9964359737476781
1.1837432174279199        0.9961846992481831
1.1853182347486886        0.9961622189471376
1.1970591093698104        0.9959983045563894
1.1973598859228312        0.9959934592948737
1.2006867032621802        0.9959357704507744
1.2094230576067861        0.9957837853341374
1.2208391243711825        0.9955837025864774
1.2313310355634206        0.9953521109651569
1.2365647735081478        0.995238558428248
1.2418445636938875        0.9951327314693723
1.2444789028867485        0.9950799293511783
1.2490210813907772        0.9949682339413468
1.2546208605610927        0.9948305313766326
1.2657143550572814        0.9946259737724382
1.2706267810811989        0.9945288031335122
1.288414343337573         0.9941260510776252
1.2897686022276589        0.9940945193285001
1.2932685823091852        0.9940130278982565
1.3089544480140258        0.9935429845951067
1.3102001434313841        0.9935039853568678
1.3215324074245078        0.9931492038773079
1.3319163040572768        0.9927943968989225
1.3458056047392573        0.9922269966584496
1.3475994857026183        0.992153713739943
1.3521945409707694        0.99196305265992
1.3646555005983236        0.9914293021123457
1.3705640258053693        0.9911820519335574
1.3724380337678168        0.9910911082249184
1.3954346339275134        0.9899092957404892
1.406290835892849         0.9893368274902211
1.4067846280676646        0.989310788886369
1.409211747553461         0.989181246321515
1.4233436601111258        0.9883325457085959
1.4386747268842575        0.9873679553145044
1.4478594693015534        0.9867777572666567
1.4559430216192615        0.9862043005798036
1.4659697704327104        0.9854929912533489
1.4742492864544348        0.9849003250299468
1.4819148198410015        0.984329672130665
1.486507191049645         0.9839816385818559
1.5251549127977424        0.9807944461889713
1.5487726726165123        0.9784716545634033
1.5492402668113145        0.978415816637473
1.550548882052352         0.9782751234146594
1.5538565453077045        0.9779195064320778
1.5723904324352818        0.9758060476158292
1.5733256208248818        0.9756797054124506
1.5754830830367759        0.9754139150582668
1.5825581778176598        0.9745422928637604
1.5960081922540494        0.9727976253462484
1.5974109748384464        0.9725861125139036
1.5998734385704858        0.9722441289723724
1.6112598103276152        0.9706628054840186
1.619625952072818         0.9694463877546615
1.6214963288520128        0.9691350379418322
1.623614040646899         0.9688077214672247
1.6399614428375706        0.9662810442928518
1.643243711891587         0.9657523348410681
1.6455816828655792        0.9653264816962356
1.646569573033264         0.965158299158848
1.6584918990290642        0.9631285927166491
1.6624499016931082        0.9624668554433492
1.6668614717103551        0.9617292863808762
1.6686630753475256        0.9613901242462015
1.6696670368791442        0.9611945778654938
1.6728160675334536        0.9606187068314749
1.6749051889802247        0.9602366640189998
1.6904792315291237        0.957395271086782
1.6945929542824043        0.956570494446308
1.6994902749714562        0.9555332697014993
1.703724094771546         0.9546365706816593
1.7173350027994863        0.9518085520295577
1.73022646951329          0.948902414537224
1.732486999981254         0.9483927474582287
1.7341479456411175        0.9480182648600819
1.7420515722364707        0.9462101388640694
1.7516992684102939        0.9437396124963733
1.7571320099880854        0.9424195024740559
1.7606540332538283        0.9415636807594822
1.7631868519594551        0.9409480776434022
1.7642562745731212        0.9406589558753913
1.7703057318862712        0.9390234660591734
1.7733285106730001        0.9382232631795075
1.7777304084794103        0.9370766174363412
1.7826425974822158        0.9357970464745857
1.787797742586628         0.9343718322894858
1.7880393585738767        0.9343050340664681
1.788364669964122         0.93421639183826
1.8012453135196438        0.9305734407446602
1.8058047606333139        0.9292110818135384
1.8084529026261427        0.9284422003060313
1.8155956788769672        0.9263683128081588
1.8174208461824124        0.9258195087624678
1.8181396206974032        0.9256062434708843
1.8198480295570718        0.925099346932398
1.8225817281659449        0.9242445678377019
1.8240370229680254        0.9237895229511146
1.829016155087317         0.9222537247679211
1.8315398944222383        0.9214855945514592
1.8384507455944998        0.9193821944366246
1.8412932747944328        0.9184796105913086
1.8469829661849388        0.9165282773577667
1.8476533611647517        0.9162983590873502
1.8492604130140524        0.9157635884557713
1.8589820226168539        0.9125875594457225
1.871894070507918         0.9080154028015279
1.8847006878770065        0.9034805791091328
1.8903857701513633        0.9015114237595522
1.8922764675005865        0.900856538461506
1.8984729007055359        0.8987299185814182
1.90996422683284          0.8941656517270772
1.9101989715171133        0.8940731412867874
1.910810850873843         0.8938320059917725
1.9379637787942183        0.8830009090426968
1.9394256694879912        0.8823388419631972
1.9530618929348433        0.8761632129156096
1.9682731816638857        0.8693225076300346
1.9774546568829           0.8652644358030929
1.981054076293351         0.8634792085995999
1.9856799569950994        0.8611848807852601
2.00841446462864          0.8497999113149128
2.013847318369101         0.8470792509439472
2.0169455349715815        0.8455375550346412
2.0226911980352433        0.8423682516815323
2.0281959462663184        0.8393489165989028
2.0518456754507652        0.8263771231537111
2.0564364130602635        0.8238945954409019
2.060549063116355         0.82144855357261
2.0746327438033583        0.8130044951875259
2.084517727047203         0.8071091741038314
2.095927291148945         0.8003046057858576
2.135418169237625         0.7746203974948466
2.174923923575147         0.7469116528906997
2.1889833179916214        0.7363209855040871
2.2070896675786766        0.722681825780569
2.2103052309071707        0.7202641665026764
2.2144296779126647        0.7171856480318181
2.21903491730216          0.7135092715009147
2.223444630125726         0.709958593553125
2.2355401174331773        0.7002466276138362
2.2539354322501826        0.6854762701735698
2.2659243207281525        0.6752277280345327
2.2787611659197236        0.6642543213571874
2.285192292576683         0.65876588174534
2.2934411865876996        0.6517711181259349
2.3026516653667213        0.6434829834508868
2.311471091013822         0.6354859598286762
2.3230952643486553        0.6249719239670984
2.3329469409252175        0.6160611070135827
2.3401101639365014        0.6092102509177076
2.350432664260771         0.5993378842246992
2.3600793542461966        0.590125543222817
2.372452695262735         0.578376807777195
2.3862684134312837        0.5645415333447825
2.399497551901918         0.5512024963214973
2.409560464121064         0.5410786657047166
2.4119584496002524        0.5386661634107384
2.428173388981438         0.5228445192929579
2.4283393936482796        0.5226825410888514
2.4298304288930286        0.5212307100982693
2.4442596815536737        0.507166422345995
2.4550110098861073        0.4966452133484417
2.45553466544187          0.4961327660140706
2.4558701882422693        0.49580867175735616
2.4702994409029158        0.48181368026472715
2.481050769235351         0.4713441043529033
2.4815744247911127        0.4708341718661285
2.4819099475915114        0.4705116889524024
2.4963392002521583        0.45658599371941894
2.5070905285845946        0.4461680508933239
2.5076141841403548        0.4456606332541454
2.516808600087319         0.43668019765036303
2.52138083528002          0.4322829577300594
2.525646131139936         0.42818090951148385
2.5257243979768584        0.42810565932713035
2.52582792296319          0.42800670206648816
2.533401308264697         0.42072903335315404
2.5402030567248834        0.4142949018528822
2.5418619545801056        0.4127256631477909
2.54383461181336          0.41084842028086205
2.5499940164420742        0.40502129848995716
2.556195858143906         0.3992470603590847
2.5574480072813106        0.3980812441963458
2.5619448256498636        0.3938956845858861
2.566586724619453         0.3896009826614599
2.567892850106281         0.38841214324925827
2.5765567683632185        0.3804822476996252
2.580055039486366         0.3772604897954722
2.583179432796831         0.37440048766994966
2.5892069643565723        0.368973432134191
2.589249883422686         0.36893478876036023
2.5981652533228687        0.36090999233253496
2.599772140974209         0.3594725842669697
2.6099577772493725        0.3505140250034512
2.6112515821463305        0.3493695202357912
2.61527505871358          0.34579881676710794
2.6185937144774005        0.34306706757260785
2.620204361686522         0.34169064374435
2.6288866823112595        0.334283661774907
2.639225600246526         0.3254031394751079
2.6409063346899235        0.3239612574023156
2.644011436203493         0.3212974277746177
2.6445096844651332        0.32086668855000267
2.6458993412662086        0.3197294847159377
2.647732197731967         0.31823521737465044
2.656985827595948         0.3107487090881824
2.671751482887009         0.2988027805913078
2.6746285108735997        0.2965029041967469
2.676827939825746         0.2948246627450178
2.689294031696347         0.28531259730735536
2.6923563198207034        0.2830779667512925
2.6969649429807934        0.2797149356723408
2.6992410545019077        0.27797632340518647
2.700172665714767         0.27727369260768897
2.7050332199846068        0.2736078123823805
2.7180623863582163        0.2642547955446114
2.7267306261168063        0.2578971163774827
2.731311767303893         0.25458126991560004
2.735437929095614         0.25173217879264587
2.7422686003685257        0.24726398917891693
2.7461976882296195        0.24469383042424386
2.754220197731705         0.23917223846915636
2.7615112317483077        0.23422439115562066
2.7658426382066215        0.23128500865379664
2.773329502911439         0.22647647431277718
2.779036386302119         0.22300124803999993
2.7817097693466035        0.22137328223846223
2.7954304334784457        0.21315032634740877
2.796247347317628         0.21263286208041896
2.7975665516928094        0.21184519159142254
2.809199340961502         0.20471809675581873
2.8160942190631384        0.20081666250954588
2.8194375167331414        0.19887726880300483
2.822414535020696         0.19729069486159376
2.822917668358963         0.19702255467351135
2.838900730437654         0.1879570795819071
2.842317669422817         0.18605131138054454
2.8434715584971517        0.18540773971733548
2.861591517514814         0.17615572660321496
2.862855488698349         0.17551034556485048
2.8632171846643133        0.17531706245658452
2.867505600261161         0.17296435689464248
2.8681060067498603        0.17266326782431837
2.8686021199138056        0.17241447928835288
2.871969557103973         0.170757619022985
2.8764219761328573        0.16841441717302608
2.8777826933591255        0.16769830417890386
2.8915396420251707        0.1606006237471457
2.8974331019906003        0.1578378242126346
2.898303509389957         0.157429785272541
2.9103401502654886        0.15190088091699153
2.915573683789181         0.14942239319996237
2.918199015320452         0.1483028604552177
2.921021445848983         0.14709927783762416
2.9280048988661083        0.14388209299111038
2.9338420292168483        0.14124817221669572
2.9396077255531905        0.13864648500967058
2.957463115866663         0.1314312628011389
2.9577046817516033        0.1313243748651303
2.957831921980784         0.13127626444823073
2.966241096600954         0.1279496408675509
2.9696558560572424        0.1265987806651251
2.9857444004918166        0.11973709386458987
2.9908234522157686        0.1175709027392707
3.0113811915464366        0.10942425705258838
3.0221576420133944        0.10503138635737852
3.0251150184238815        0.10382585284630554
3.0264024565579204        0.10331911859668186
3.028777930716837         0.10267296990683111
3.0346694082705934        0.10107043910751487
3.04100248950893          0.09932656790081701
3.042245999744053         0.09900957383239198
3.0585940584776568        0.0945950319698892
3.086916391335361         0.08694702151913933
3.095827107513849         0.08460722192200376
3.1091687412574402        0.08136192547053762
3.12379679979524          0.07810271350107073
3.12444463738297          0.0779485790867632
3.147430326112801         0.07247979225356893
