% Model:              Final Design Simulation.mph
% Version:            COMSOL 6.2.0.339
% Date:               Aug 24 2025, 19:55
% Dimension:          3
% Nodes:              15452
% Expressions:        1
% Description:        Slice
% x                       y                        z                        Electric potential
2                         -0.03928542909722885     -0.08608313350325086     0.45207791488160903
2                         -0.03998129123808641     -0.08672651296938355     0.45237057761395955
2                         -0.03935677714145044     -0.08585658172626469     0.4520654356899822
2                         -0.03942893843169945     -0.08891666925428288     0.4525234581731469
1.9999999999999998        -0.04247592844323177     -0.09020013216475023     0.4535862139391597
2                         -0.04275674916069713     -0.08928519758720362     0.45352430797364596
2                         -0.04264065720155831     -0.08720924301598157     0.45317128360815073
2                         -0.03947772980367009     -0.08988003583479655     0.45267835795732847
2                         -0.04235446076831386     -0.09058166768932704     0.45360712766947103
2                         -0.03927219035079594     -0.08582173962629593     0.45203685838336677
2                         -0.04330403742891148     -0.08748249561275112     0.45340178453249963
2                         -0.040057626921798845    -0.09162634187499749     0.4530976796615474
2                         -0.0427372664094632      -0.09040755532501976     0.453691808855176
2                         -0.0431147812329319      -0.09022225062361688     0.45377082905933014
2                         -0.04537987017336703     -0.08911042241538471     0.45424376038681996
2                         -0.050544844384351056    -0.08628568077127098     0.45521728146055745
2                         -0.049229204877271476    -0.08579464144980592     0.4547685682584678
2                         -0.04834910476120479     -0.08752886916408988     0.45482000445432513
2                         -0.04801199379187103     -0.08753441669123593     0.4547272443154292
2                         -0.04746118548948672     -0.08753460573857766     0.45457398755045997
2                         -0.04761125130238498     -0.08793240368473652     0.45468095196097347
2                         -0.04798314815728453     -0.0877360672295951      0.4547535903557916
2                         -0.04562532591563903     -0.08752407964813486     0.4540549883068733
2                         -0.0460486309999247      -0.08461154256880118     0.4536972497343057
2                         -0.046071516958900056    -0.0846456203476941      0.45370927680295636
2                         -0.04605508603978118     -0.08461147626331497     0.4536990121460138
2                         -0.04572142950961573     -0.08686284194675753     0.4539743253838605
2                         -0.04829165176611217     -0.085445164867988       0.45444829020956473
2                         -0.04604897187558355     -0.08460919718474434     0.4536969602767925
2                         -0.017891476895123853    -0.09440176592006788     0.4469242252271732
2                         -0.01773330592404652     -0.09607723861588355     0.44700959983947625
2                         -0.0186766705783156      -0.09504357439477862     0.44720987793826433
2                         -0.014666393712460231    -0.09891863775583974     0.4462915439658983
2                         -0.014745009776192136    -0.0987174059181773      0.4463009323219477
2                         -0.014587082576726947    -0.09880135767386856     0.44625960031590994
2                         -0.014249536871406836    -0.09897418636849067     0.4461674044271704
2                         -0.014446907556893885    -0.09859407609021278     0.44620360819793786
2                         -0.015081434873155764    -0.09885084314522093     0.44641374577089793
2                         -0.012380731501776102    -0.09772060324376733     0.4455134699407619
2                         -0.01174839582550136     -0.09930747804434104     0.44542114467419386
2                         -0.017208710504157197    -0.0966175381207422      0.44689407003903586
2                         -0.015249424973446135    -0.09582262950994008     0.44624726599563924
2                         -0.01509904989746811     -0.0966638048624983      0.4462630273682449
2                         -0.016055734975064885    -0.09783181804040618     0.44663276803115814
2                         -0.01393959709516547     -0.09668923269824237     0.445919730332201
2                         -0.01730030413800747     -0.09446573487339839     0.44675674655058656
2                         -0.03582200778337599     -0.09118168644976632     0.45180469136827717
2                         -0.03726369902296296     -0.0922580563281486      0.45237260768715853
1.9999999999999998        -0.03649656193931047     -0.09092799694956352     0.4519655989092871
2                         -0.036222298250363764    -0.09045580656349991     0.4518264580918829
2                         -0.037067395993553416    -0.09071331499312518     0.4521024719451368
2                         -0.03398340677924055     -0.08977359739719175     0.45109676243723956
2                         -0.03399176779979414     -0.0898423765541653      0.4511079783742741
2                         -0.03849957074882053     -0.09114971075343783     0.45257887082546056
2                         -0.03773103858438515     -0.09260295673302203     0.4525559971141034
2                         -0.03441066427572678     -0.09260066460363606     0.45158287697437693
1.9999999999999998        -0.0370673514723866      -0.09267838144236126     0.4523732365363022
2                         -0.03428889385190759     -0.09179884858441154     0.4514430803806453
2                         -0.03695088608999317     -0.09291701074355901     0.4523699915021891
2                         -0.03734327386141855     -0.09276572587605313     0.45246552151598
2                         -0.03459655946183139     -0.09382471994844378     0.4517954217928083
2                         -0.03272212025549956     -0.09232472682592835     0.4510524024236916
2                         -0.031740877231048306    -0.09429451998747063     0.45100734376666574
2                         -0.032216534780821066    -0.09466273688770285     0.45119267044121175
2                         -0.03181986400058689     -0.09480240637760254     0.4510920128851949
2                         -0.03141925396281004     -0.0949303394535949      0.4509870060770436
2                         -0.024947729935198112    -0.09271077709997483     0.44883286494070607
2                         -0.02685013331038087     -0.09339139474369165     0.4494618150428349
2                         -0.025746332534831776    -0.09160888454196116     0.4489535185818703
2                         -0.031550858284343945    -0.09210881185252576     0.450686567198721
2                         -0.030541267623550063    -0.09308999269640081     0.4505073532483994
2                         -0.03393775854161158     -0.08978907881653489     0.45108566832887315
2                         -0.029118106376116504    -0.09447310627693759     0.4502477155096732
2                         -0.029015593736547704    -0.09569793790942181     0.4503555377001798
1.9999999999999998        -0.017701398845963202    -0.09654448857858917     0.4470365798068998
2                         -0.01768466969201026     -0.09678947173060944     0.44705079339010134
2                         -0.017571681836915893    -0.09844407548157552     0.4471458278656223
2                         -0.018188934931168875    -0.09644257389180345     0.4471743895798143
2                         -0.02047490066408658     -0.09767275913551118     0.4479687413883187
2                         -0.020582593532477413    -0.09594220279307464     0.4478496422576405
2                         -0.01919813365446261     -0.0972709185700317      0.4475500401598076
2                         -0.020461742502780923    -0.09788420247287008     0.4479831659531822
2                         -0.02087207517529118     -0.09779210267823933     0.44809978094541
2                         -0.021936851020478737    -0.09658072505582697     0.44831676531232245
2                         -0.020048876693312942    -0.09796418433126794     0.44786375145037827
2                         -0.023334071209944348    -0.09723950391054648     0.44879832002795494
2                         -0.026812137993309827    -0.09380976037052648     0.4494926669771526
2                         -0.02671125371821762     -0.09499701430353359     0.44958743552359937
2                         -0.02710370758325849     -0.09386576917656557     0.4495845976470775
2                         -0.0271554547715962      -0.09371660832007808     0.44958430339377053
2                         -0.027333347393847494    -0.09390609089252751     0.44965816678917414
2                         -0.026590380954977077    -0.096394452688023       0.44970021784941316
2                         -0.026186178824648246    -0.0965105384844758      0.4495908034921267
2                         -0.025778734879632614    -0.09661467640250071     0.44947779404416055
2                         -0.023818168827512476    -0.09588088586739743     0.4488117166443125
2                         -0.02431469350829448     -0.09448739132064041     0.44882489631370937
2                         -0.008549770239114142    -0.09943193942796619     0.4444493285868183
2                         -0.008811864006124808    -0.09905152685307324     0.44450859203194865
2                         -0.00803189228304063     -0.0987568207538873      0.44426089589428247
2                         -0.008951340216322382    -0.09709327337859758     0.4444491293899562
2                         -0.007924444039672587    -0.09577124238876489     0.44408269153259444
2                         -0.007212887057668133    -0.09678277220294071     0.4439149182660062
