% Model:              Final Design Simulation.mph
% Version:            COMSOL 6.2.0.339
% Date:               Aug 24 2025, 19:59
% Dimension:          3
% Nodes:              37668
% Expressions:        1
% Description:        Slice
% x                       y                        z                        Electric potential
0.6                       0.0351835109738911       -0.09081436356713686     0.48798332314387194
0.5999999999999999        0.034612155964181525     -0.09059535158783771     0.4881673196959825
0.5999999999999999        0.034709311532704346     -0.09048126261678253     0.48815265671552666
0.6                       0.03621959574283691      -0.091540670576542       0.48761460751089647
0.5999999999999999        0.0351207705009998       -0.09362555885306077     0.48769893669951786
0.5999999999999999        0.03459850902462533      -0.09342104890343082     0.48787027457161614
0.6                       0.036431976003221324     -0.0916913466498525      0.48753751950557817
0.6                       0.03461251878467172      -0.09052022698711919     0.48817521907950523
0.5999999999999999        0.03460453912325183      -0.09217247346778143     0.48800147577519337
0.6                       0.03643129809924639      -0.09312765611447932     0.48737662550900407
0.5999999999999999        0.03461302964448808      -0.09041444977562174     0.4881863495672978
0.5999999999999999        0.03459655946183193      -0.09382471994844367     0.4878278542532367
0.5999999999999999        0.03773155225647421      -0.09260423276362145     0.4870660634525523
0.6                       0.0385154940044706       -0.09193636858435514     0.48692188531408487
0.5999999999999999        0.03825165391923557      -0.09239486342333053     0.48694183334532537
0.6                       0.03807811648689936      -0.09231281835612713     0.48700050239250725
0.5999999999999999        0.03876764620559035      -0.09217528583813164     0.4868223036177586
0.6                       0.0392818806233131       -0.09126998738318247     0.48678479809015274
0.6                       0.04005762692179943      -0.09162634187499734     0.4865234610850851
0.6                       0.036361465598929055     -0.09142415710935499     0.4875871985848184
0.6                       0.036301152284928584     -0.09119446777841951     0.4876291581103081
0.6                       0.03586159839770879      -0.089525007207615       0.4879371052111474
0.6                       0.0365405171604627       -0.09127359856887529     0.48755428003021806
0.6000000000000001        0.03757173951051092      -0.09039749729539874     0.4873655727643613
0.5999999999999999        0.03792776092528269      -0.09174306650428579     0.48710840784562026
0.6                       0.03648480832054258      -0.09148800812154241     0.48754540063912416
0.6000000000000001        0.03686220474621461      -0.09003550257803174     0.48760399887869105
0.5999999999999999        0.03875141341791298      -0.0909993504309794      0.4869660923781275
0.5999999999999999        0.034972996074516205     -0.089071654725084       0.4882306103908528
0.5999999999999999        0.04619386089481508      -0.0849791284658804      0.48574050810651814
0.6                       0.04541853309212791      -0.08496384804989582     0.48594684885965367
0.6                       0.04551201667798052      -0.084148913767819       0.48603387719913793
0.6                       0.04616483370829097      -0.08449092982814937     0.4858181933770742
0.6                       0.04711662541881406      -0.08498958111323213     0.48549700881946006
0.6                       0.04410781098332531      -0.08341323918017673     0.48649894626338513
0.5999999999999999        0.04419341632899254      -0.08494528250621802     0.4862674784385959
0.5999999999999999        0.04009247101369295      -0.09010006404071927     0.4867027177798574
0.6                       0.03984640939745241      -0.09049756150263101     0.48672131679266384
0.6                       0.03979746468661431      -0.09023599310722442     0.48676716335251424
0.6                       0.04177971281706844      -0.0904634630627929      0.48618764129998954
0.5999999999999999        0.041336585068695926     -0.09105218529240011     0.4862370845365148
